ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：煎汤，9～15g，或入丸、散。外用：适量，研末涂敷。,庐山石韦：叶片略皱缩，展平后呈披针形，长10～25cm，宽3～5cm。先端渐尖，基部耳状偏斜，全缘，边缘常向内卷曲；上表面黄绿色或灰绿色，散布有黑色圆形小凹点；下表面密生红棕色星状毛，有的侧脉间布满棕色圆点状的孢子囊群。叶柄具四棱，长10～20cm，直径1.5～3mm，略扭曲，有纵槽。叶片革质。气微，味微涩苦。石韦：叶片披针形或长圆披针形，长8～12cm，宽1～3cm。基部楔形，对称。孢子囊群在侧脉间，排列紧密而整齐。叶柄长5～10cm，直径约1.5mm。有柄石韦：叶片多卷曲呈筒状，展平后呈长圆形或卵状长圆形，长3～8cm，宽l～2.5cm。基部楔形，对称。下表面侧脉不明显，布满孢子囊群。叶柄长3～12cm，直径约1mm。,微寒；苦、甘；归肺、膀胱经,利尿通淋，清热止血。用于热淋，血淋，石淋，小便不通，淋沥涩痛，吐血，衄血，尿血，崩漏，肺热喘咳。,Folium Pyrrosiae,叶片,石韦,叶片,石皮、石苇、金星草、石兰、石剑、石背柳,SHI WEI,,全年均可采收。除去根茎及根，晒干或阴干。,浙江、湖北、河北,阴虚及无湿热者禁用。,利水渗湿药
《神农本草经》,内服：煎汤，6-15g，或入散剂。,种子呈圆形扁平之橘瓣状，或微呈肾形，细小，直径约1.5～2mm，较薄的一边中央凹下，外表为棕黄色的包壳（果皮），具环形细皱纹，搓去皮壳后，种子呈棕褐色。质坚硬，破碎后微有香味。,寒；苦；归大肠、小肠、膀胱经,利尿通淋，下乳润肠。用于水肿，淋证；乳汁不行，乳房胀痛；肠燥便秘。,Semen Malvae,成熟种子,冬葵子,成熟种子,葵子、葵菜子,DONG KUI ZI,,春季种子成熟时采收。晒干。,我国各地均产,脾虚肠滑者禁服，孕妇慎服。,利水渗湿药
《神农本草经》,内服：煎汤，1-3g鲜草15-30g）；或入丸、散。外用：适量，煅存性研末撒，或用鲜品捣敷、扎把外擦。,"本品呈细柱形，长达90cm,直径0.1～0.3cm。表面白色或淡黄白色，有细纵纹。体轻，质软，略有弹性，易拉断，断面白色。无臭，无味。",微寒；甘、淡；归心、肺、小肠经,清心火，利小便。用于心烦失眠，尿少涩痛，口舌生疮。,Medulla Junci,茎髓,灯心草,茎髓,虎须草、赤须、灯草、灯心、水灯心、铁灯心,DENG XIN CAO,,夏末至秋季割取茎。晒干，取出茎髓，理直，扎成小把。,我国各地均产,下焦虚寒，小便不禁者禁服。,利水渗湿药
《神农本草经》,内服：煎汤，10-15g，或入丸、散。,本品为不规则的斜切片，边缘不整齐，大小不一，厚2～5mm.外皮黄棕色至黄褐色，有稀疏的须根残基，呈圆锥状凸起。切面灰白色至浅棕色，黄棕色点状维管束散在。质疏松，略呈海绵状。气微，味微苦。,平；苦；归肝、胃经,利湿去浊，祛风通痹。用于淋病白浊，白带过多，湿热疮毒，腰膝痹痛。,Rhizoma Dioscoreae Septemlobae,根茎,绵萆?Z,根茎,粉萆?Z、萆?Z、硬饭团、金刚,MIAN BI XIE,,秋、冬二季采挖。除去须根，洗净，切片，晒干。,浙江、湖北、广西,肾虚阴亏者禁服。,利水渗湿药
《神农本草经》,内服：煎汤，10-15g（大剂量60g），或入丸、散。外用：适量，煎水洗。,绵茵陈:多卷曲成团状，灰白色或灰绿色，全体密被白色茸毛，绵软如绒。茎细小，长1.5～2.5cm，直径0.1～0.2cm，除去表面白色茸毛后可见明显纵纹；质脆，易折断。叶具柄；展平后叶片呈一至三回羽状分裂，叶片长1～3cm，宽约lcm；小裂片卵形或稍呈倒披针形、条形，先端锐尖。气清香，味微苦。茵陈蒿:茎呈圆柱形，多分枝，长30～100cm，直径2～8mm；表面淡紫色或紫色，有纵条纹，被短柔毛；体轻，质脆，断面类白色。叶密集，或多脱落；下部叶二至三回羽状深裂，裂片条形或细条形，两面密被白色柔毛；茎生叶一至二回羽状全裂，基部抱茎，裂片细丝状。头状花序卵形，多数集成圆锥状，1.2～1.5mm，直径1～1.2mm，有短梗；总苞片3～4层，卵形，苞片3裂；外层雌花6～10个，可多达15个，内层两性花2～10个。瘦果长圆形，黄棕色。气芳香，味微苦。,微寒；苦；归脾、胃、肝、胆经,清湿热，退黄疸。用于黄疸尿少，湿疮瘙痒；传染性黄疸型肝炎。,Herba Artemisiae Scopariae,全草,茵陈蒿,全草,茵陈蒿、绵茵陈、绒蒿、马先、婆婆蒿、野兰蒿,YIN CHEN HAO,,春季幼苗高6～10cm时采收或秋季花蕾长成时采割。除去杂质及老茎，晒干。春季采收的习称“绵茵陈”，秋季采割的称“茵陈蒿”。,陕西、山西、安徽,脾虚血亏而致的虚黄、萎黄禁服。,利水渗湿药
《神农本草经》,内服：煎汤，15-60g（鲜品加倍）；或鲜品捣汁。外用：鲜品适量，捣敷。,本品常缠结成团，无毛或被疏柔毛。茎扭曲，表面棕色或暗棕红色，有纵纹，下部茎节上有时具须根，断面实心。叶对生，多皱缩，展平后呈宽卵形或心形，长1～4cm，宽1～5cm，基部微凹，全缘；上表面灰绿色或棕褐色，下表面色较浅，主脉明显突起，用水浸后，对光透视可见黑色或褐色条纹；叶柄长1～4cm。有的带花，花黄色，单生叶腋，具长梗。蒴果球形。气微，味淡。,微寒；甘、咸；归肝、胆、肾、膀胱经,清利湿热，通淋，消肿。用于热淋，沙淋，尿涩作痛，黄疸尿赤，痈肿疔疮，毒蛇咬伤；肝胆结石，尿路结石。,Herba Lysimachiae,全草,金钱草,全草,地钱、连钱草、铜钱草、金钱薄荷、一串钱、大叶金钱草、破铜钱,JIN QIAN CAO,,夏、秋二季采收。除去杂质，晒干。,江南各省均产,皮肤过敏者，当慎用鲜品煎水熏洗。,利水渗湿药
《神农本草经》,内服：煎汤，3-9g（回阳救逆可用18-30g）；或入丸、散。外用：适量，研末调敷；或切片贴敷艾灸。,"盐附子：呈圆锥形，长4～7cm,直径3～5cm。表面灰黑色，被盐霜，顶端有凹陷的芽痕，周围有瘤状突起的支根或支根痕。体重，横切面灰褐色，可见充满盐霜的小空隙及多角形形成层环纹，环纹内侧导管束排列不整齐。气微，味咸而麻，刺舌。黑顺片：为纵切片，上宽下窄，长1.7～5cm，宽0.9～3cm，厚0.2～0.5cm。外皮黑褐色，切面暗黄色，油润具光泽，半透明状，并有纵向导管束。质硬而脆，断面角质样。气微，味淡。白附片：无外皮，黄白色，半透明，厚约0．3cm。",大热；辛、甘；归心、肾、脾经；毒,回阳救逆，补火助阳，逐风寒湿邪。用于亡阳虚脱用于亡阳虚脱，肢冷脉微，阳痿，宫冷，心腹冷痛，虚寒吐泻，阴寒水肿，阳虚外感，寒湿痹痛。,Radix Aconiti Lateralis Preparata,子根的加工品,附子,子根的加工品,侧子、虎掌、熟白附子、黑附子、明附片、刁附、川附子,FU ZI,,6月下旬至8月上旬采挖。除去母根、须根及泥沙，除去母根、须根及泥沙，“习称“泥附子”。外皮，纵切成厚约0．3cm的片，用水浸漂，取出，蒸透，晒干，习称“白附片”。,四川、云南、湖北,阴虚阳盛，真热假寒及孕妇均禁服。服药时不宜饮酒。不宜与半夏、瓜蒌、天花粉、贝母、白蔹、白及同用。,温里药
《神农本草经》,内服：煎汤，3-10g；或入丸、散。外用：适量，煎汤洗或研末调敷。,干姜:呈扁平块状，具指状分枝，长3～7cm，厚1～2cm。表面灰黄色或浅灰棕色，粗糙，具纵皱纹及明显的环节。分枝处常有鳞叶残存，分枝顶端有茎痕或芽。质坚实，断面黄白色或灰白色，粉性或颗粒性，内皮层环纹明显，维管束及黄色油点散在。气香、特异，味辛辣。干姜片:为不规则纵切或斜切片，具指状分枝，长1～6cm，宽1～2cm，厚0.2～0.4cm。外皮灰黄色或浅黄棕色，粗糙，具纵皱纹及明显的环节，切面灰黄色或灰白色，略显粉性，可见较多的纵向纤维，有的呈毛状。质坚实，断面纤维性。气香、特异，味辛辣。,热；辛；归脾、胃、肾、心、肺经,温中散寒，回阳通脉，燥湿消痰。用于脘腹冷痛，呕吐泄泻，肢冷脉微，痰饮咳喘。,Rhizoma Zingiberis,干燥根茎,干姜,干燥根茎,白姜、均姜、干生姜,GAN JIANG,,冬季采挖。除去须根及泥沙，晒干或低温干燥。趁鲜切片晒干或低温干燥者称为“干姜片”。,四川、广东、广西,阴虚内热、血热妄行者禁服。,温里药
《神农本草经》,内服：煎汤，2-5g，不宜久煎；研末，0.5-1.5g；或入丸、散。外用：适量，研末调敷或浸酒涂擦。,"本品呈槽状或卷筒状，长30～40cm，宽或直径3～10cm，厚0.2～0.8cm。外表面灰棕色，稍粗糙，有不规则的细皱纹及横向突起的皮孔，有的可见灰白色的斑纹；内表面红棕色，略平坦，有细纵纹，划之显油痕。质硬而脆，易折断，断面不平坦，外层棕色而较粗糙，内层红棕色而油润，两层间有1条黄棕色的线纹。气香浓烈,味甜、辣。",大热；辛、甘；归脾、肾、心、肝经,补火助阳，引火归源，散寒止痛，活血通经。用于阳痿，宫冷，腰膝冷痛，肾虚作喘，阳虚眩晕，目赤咽痛，心腹冷痛，虚寒吐泻，寒疝，奔豚，经闭，痛经。,Cortex Cinnamomi,树皮,肉桂,树皮,牡桂、紫桂、大桂、辣桂、桂皮、玉桂,ROU GUI,,多于秋季剥取。阴干。,广东、广西、海南,有出血倾向者及孕妇慎用，不宜与赤石脂同用。,温里药
《神农本草经》,内服：煎汤，2-6g，或入丸、散。外用：适量，研末调敷或煎水洗。,本品呈球形或略呈五角状扁球形，直径2～5mm。表面暗黄绿色至褐色，粗糙，有多数点状突起或凹下的油点。顶端有五角星状的裂隙，基部残留被有黄色茸毛的果梗。质硬而脆，横切面可见子房5室，每室有淡黄色种子1粒。气芳香浓郁，味辛辣而苦。,热；辛、苦；归肝、脾、胃、肾经；小毒,散寒止痛，降逆止呕，助阳止泻。用于厥阴头痛，寒疝腹痛，寒湿脚气，经行腹痛，脘腹胀痛，呕吐吞酸，五更泄泻；外治口疮，高血压。,Fructus Evodiae,近成熟果实,吴茱萸,近成熟果实,吴萸、左力,WU ZHU YU,,11～12月间采挖。晒干或低温于燥，除去枝、叶、果梗等杂质。,贵州、广西、湖南,不宜多服、久服；阴虚火旺者禁服。,温里药
《神农本草经》,内服：煎汤，3-9g，或入丸、散。外用：研末调敷或炒热温熨。,本品为双悬果，呈圆柱形，有的稍弯曲，长4～8mm，直径1.5～2.5mm。表面黄绿色或淡黄色，两端略尖，顶端残留有黄棕色突起的柱基，基部有时有细小的果梗。分果呈长椭圆形，背面有纵棱5条，接合面平坦而较宽。横切面略呈五边形，背面的四边约等长。有特异香气，味微甜、辛。,温；辛；归肝、脾、胃、肾经,散寒止痛，理气和中。用于寒疝腹痛，睾丸偏坠，痛经，少腹冷痛，脘腹胀痛，食少吐泻，睾丸鞘膜积液。,Fructus Foeniculi,成熟果实,小茴香,成熟果实,茴香、土茴香、野茴香、谷茴香、谷香、香子,XIAO HUI XIANG,,秋季果实初熟时采割植株。晒干，打下果实，除去杂质。,我国各地均产,热证及阴虚火旺者禁服。,温里药
《神农本草经》,内服：煎汤，5-9g，或入丸、散。,本品呈圆柱形，多弯曲，有分枝，长5～9cm，直径1～1.5cm。表面棕红色至暗褐色，有细密的纵皱纹及灰棕色的波状环节，节间长0.2～lcm，一面有圆形的根痕。质坚韧，不易折断，断面灰棕色或红棕色，纤维性，中柱约占1/3。气香，味辛辣。,热；辛；归脾、胃经,温胃散寒，消食止痛。用于脘腹冷痛，胃寒呕吐，嗳气吞酸。,Rhizoma Alpiniae Officinarum,根茎,高良姜,根茎,奇凉姜、良姜、蛮姜、佛手根、小良姜、海良姜,GAO LIANG JIANG,,夏末秋初采挖。除去须根及残留的鳞片，洗净，切段，晒干。,广东、广西、台湾,阴虚有热者禁服。,温里药
《神农本草经》,内服：煎汤，3-6g，或入丸、散。外用：适量，煎汤洗或含漱；或研末调敷。,青椒：多为2～3个上部离生的小?u??果，集生于小果梗上，?u??果球形，沿腹缝线开裂，直径3～4mm。外表面灰绿色或暗绿色，散有多数油点及细密的网状隆起皱纹；内表面类白色，光滑。内果皮常由基部与外果皮分离。残存种子呈卵形，长3～4mm，直径2～3mm，表面黑色，有光泽。气香，味微甜而辛。花椒：?u??果多单生，直径4～5mm。外表面紫红色或棕红色，散有多数疣状突起的油点，直径0.5～lmm，对光观察半透明；内表面淡黄色。香气浓，味麻辣而持久。,温；辛；归脾、胃、肾经,温中止痛，杀虫止痒。用于脘腹冷痛，呕吐泄泻，虫积腹痛，蛔虫症；外治湿疹瘙痒。,Pericarpium Zanthoxyli,成熟果皮,花椒,成熟果皮,秦椒、蜀椒、南椒、巴椒、汉椒、川椒,HUA JIAO,,秋季采收成熟果实。晒干，除去种子及杂质。,河北、山西、陕西、甘肃、四川、河南,阴虚火旺者禁服，孕妇慎服。,温里药
《神农本草经》,内服：煎汤，2-6g，或入丸、散。外用：适量，研末敷。,本品略呈研棒状，长l～2cm。花冠圆球形，直径0.3～0.5cm，花瓣4，复瓦状抱合，棕褐色至褐黄色，花瓣内为雄蕊和花柱，搓碎后可见众多黄色细粒状的花药。萼筒圆柱状，略扁，有的稍弯曲，长0.7～1.4cm，直径0.3～0.6cm，红棕色或棕褐色，上部有4枚三角状的萼片，十字状分开。质坚实，富油性。气芳香浓烈，味辛辣、有麻舌感。,温；辛；归脾、胃、肺、肾经,温中降逆，补肾助阳。用于脾胃虚寒，呃逆呕吐，食少吐泻，心腹冷痛，肾虚阳痿。,Flos Caryophylli,花蕾,丁香,花蕾,丁子香、支解香、公丁香、雄丁香,DING XIANG,,花蕾由绿色转红时采摘。晒干。,海南各省均产,不宜与郁金同用。热病及阴虚内热者忌服。,温里药
《神农本草经》,内服：煎汤，2-5g，或入丸、散。外用：适量，研末搐鼻；或入丸纳龋齿孔中；或浸酒擦。,"本品呈圆柱形，稍弯曲，由多数小浆果集合而成，长1.5～3.5cm,直径0.3～0.5cm。表面黑褐色或棕色，有斜向排列整齐的小突起，基部有果穗梗残存或脱落。质硬而脆，易折断，断面不整齐，颗粒状。小浆果球形，直径约0.1cm。有特异香气，味辛辣。",热；辛；归胃、大肠经,温中散寒，下气止通。用于脘腹冷痛，呕吐，泄泻，偏头痛；外治牙痛。,Fructus Piperis Longi,接近成熟果穗,荜茇,接近成熟果穗,荜拔、荜拔梨、椹圣、鼠尾、蛤萎,BI BO,,11～12月间采挖。除去杂质，晒干。,海南、云南、广东,阴虚火旺者禁服。,温里药
《神农本草经》,内服：煎汤，2-5g，或入丸、散。外用：适量，研末擦牙或搐鼻。,本品呈类球形，直径4～6mm。表面棕褐色至黑褐色，有网状皱纹。基部偶有宿萼及细果梗。除去外皮可见硬脆的果核，种子1，子叶2，黄棕色，富油性。气芳香，味稍辣而微苦。,温；辛；归脾、胃、肾、膀胱经,温中散寒，行气止痛。用于胃寒脘腹冷痛，呕吐，呃逆，寒疝腹痛，寒湿，小便浑浊。,Fructus Litseae,成熟果实,荜澄茄,成熟果实,毗陵茄子、毕茄,BI CHENG QIE,,秋季果实成熟时采收。除去杂质，晒干。,四川、广东、广西,阴虚火旺及实热火盛者禁服。,温里药
《神农本草经》,内服：煎汤，10～30g（鲜品60～90g）。或捣汁。外用：适量，捣敷。,全草长约60cm，黄绿色，老茎略呈方形，表面光滑，直径约2mm，节膨大，基部节上有须根。断面坚实，中部有髓。叶互生，多皱缩成团，质脆易碎，完整叶片展平后呈卵圆状披针形，黄绿色，长3～9cm，宽1～3cm，先端尖，全缘，基部下延成膜质鞘，抱茎，叶脉平行。聚伞花序，总苞心状卵形，花多脱落，萼片膜质，花瓣蓝黑色。气微，味甘、淡。,寒；甘、苦；归肺、胃、膀胱经,清热解毒，利水消肿。用于温病发热，喉痹疮疡，水肿风热，热淋涩痛。,Herba Commelinae,全草,鸭跖草,全草,鸡舌草、鼻斫草、碧竹子、鸭脚草、水竹子,YA ZHI CAO,,6～7月开花期采收全草。鲜用或阴干。,分布于全国各地,脾胃虚寒者慎服。,清热药
《神农本草经》,内服：煎汤，10～15g（鲜品30～60g）。外用：适量，捣敷；或煎水漱口或淋洗。,本品呈类球形，直径0.3～lcm，棕黄色。总苞由4～5层苞片组成，外层苞片卵形或条形，外表面中部灰绿色或淡棕色，通常被有白毛，边缘膜质；内层苞片长椭圆形，膜质，外表面无毛。总苞基部有的残留总花梗。舌状花1轮，黄色，皱缩卷曲；管状花多数，深黄色。体轻。气芳香，味苦。,微寒；辛、苦；归肺、肝经,清热解毒。用于疔疮痈肿，目赤肿痛，头痛眩晕。,Flos Chrysanthemi Indici,头状花序,野菊花,头状花序,野菊,YE JU HUA,,11～12月间采挖。晒干，或蒸后晒干。,分布于全国各地,脾胃虚寒者慎服。,
《神农本草经》,内服：煎汤，10～15g；研末，每次3～6g；或浸酒。,赤芝：外形呈伞状，菌盖肾形、半圆形或近圆形，直径10～18cm，厚1～2cm。皮壳坚硬，黄褐色至红褐色，有光泽，具环状棱纹和辐射状皱纹，边缘薄而平截，常稍内卷。菌肉白色至淡棕色。菌柄圆柱形，侧生，少偏生，长2～15cm，直径1～3.5cm，红褐色至紫褐色，光亮。孢子细小，黄褐色。气微香，味苦涩。,平；甘；归肺、肝、肾经,补气安神，止咳平喘。用于眩晕不眠，心悸气短，虚劳咳喘。,Ganoderma,子实体,灵芝,子实体,三秀、芝,LING ZHI,,全年采收。除去杂质，剪除附有朽木、泥沙或培养基质的下端菌柄，阴干或在40～50℃烘干。,浙江、江西、福建、广东、广西,实证慎服。,补益药
《神农本草经》,内服：煎汤，5～10g；或捣汁冲。外用：适量，捣敷；或炒热熨，或绞汁调搽。,本品呈不规则块状，略扁，具指状分枝，长4～18cm，厚1～3cm。表面黄褐色或灰棕色，有环节，分枝顶端有茎痕或芽。质脆，易折断，断面浅黄色，内皮层环纹明显，维管束散在。气香特异，味辛辣。,微温；辛；归肺、脾、胃经,解表散寒，温中止呕，化痰止咳。用于风寒感冒，胃寒呕吐，寒痰咳嗽。,Rhizoma Zingiberis Recens,根茎,生姜,根茎,姜根、百辣云、勾装指、因地辛、炎凉小子,SHENG JIANG,,秋、冬二季采挖。除去须根及泥沙。,我国大部分地区均产,阴虚内热及实热证禁服。,解表药
《神农本草经》,内服：煎汤，3～9g；或入丸、散。外用：适量，研末调敷；或煎水泡洗。,本品呈细长圆柱形，弯曲，有分枝，长可达50cm，直径0.3～0.8cm。表面黄棕色至暗棕色，多有弯曲的细根，并可见突起的根痕及纵皱纹，外皮易剥落。质韧，不易折断，断面不整齐，纤维细，木部淡黄色，呈放射状排列，中心有髓。气微，味苦。,寒；苦；归肺、胃、大肠经；小毒,清热解毒，祛风止痛。用于咽喉肿痛，肠炎痢疾，风湿痹痛。,Rhizoma Menispermi,根茎,北豆根,根茎,山豆根、豆根,BEI DOU GEN,,春秋二季采挖。除去须根及泥沙，干燥。,东北及河北、山东、山西、陕西,脾虚便溏者禁服，孕妇及有肝病患者慎服。剂量不宜过大。,清热药
《神农本草经》,"内服：0.1～0.3g,多入丸散用。",本品为粒度均匀、疏松的淡黄色粉末，显油性。,热；辛；归胃、大肠经；大毒,俊下积滞，逐水消肿，豁痰利咽。用于寒积便秘，乳食停滞，下腹水肿，二便不通，喉风，喉痹。,Semen Crotonis Pulveratum,巴豆的炮制加工品,巴豆霜,巴豆的炮制加工品,,BA DOU SHUANG,,8～9月果实成熟时采收。取净巴豆仁，照制霜法（附录）制霜，或取仁碾细后，照（含量测定）项下的方法，测定脂肪油含量，加适量的淀粉，使脂肪油含量符合规定，混匀，即得。,我国各地均产,孕妇禁用；不宜与牵牛子同用。,泻下药
《神农本草经》,内服：煎汤，3～9g；研末，每次1～2g。外用：适量，捣敷；或研末吹喉。,本品呈不规则圆块状，长5～10cm，直径3～6cm。表面棕黄色或淡褐色，粗糙不平，有深皱纹。质坚硬，不易击碎、破开，横断面淡黄白色，导管束略呈放射状排列，色较深。无臭，味苦。,寒；苦；归肺、大肠经,清热解毒，利咽，止痛。用于咽喉肿痛，痈疽疔毒，泄泻，痢疾，脘腹热痛,Radix Tinosporae,块根,金果榄,块根,地胆、九牛胆、金榄、金牛胆、地苦胆,jin guo lan,,秋、冬二季采挖。除去须根，洗净，晒干。,广西、湖南、湖北、四川、贵州,脾胃虚弱者慎服。,清热药
《神农本草经》,内服：煎汤，6～10g；或入丸、散。外用：适量，捣敷。,本品略呈球形或卵圆形，稍扁，直径约1.5mm。表面红棕色，有网状皱纹或颗粒状突起，一侧有棱，一侧有凹沟，有的具果梗，质硬而脆，易压碎。胚乳类白色，富油性。无臭，味淡。,寒；甘；归肝、肾经,补肾清肝，明目，利尿。用于腰膝酸软，虚劳骨蒸，头晕目昏，目生翳膜，水肿胀满。,Fructus Broussonetiae,果实,楮实子,果实,楮实、楮桃、角树子、构泡,CHU SHI ZI,,秋季果实成熟时采收。洗净，晒干，除去灰白色膜状宿萼及杂质。,河北、山西、陕西、甘肃、湖北、湖南,脾胃虚寒，大便溏泻者慎服。,补益药
《神农本草经》,内服：煎汤，5～9g；或入丸、散。外用：适量，煎汤洗或炒热熨。,本品呈半球形，直径3～5cm。外果皮棕褐色至褐色，有颗粒状突起，突起的顶端有凹点状油室；有明显的花柱残迹或果梗痕。切面中果皮黄白色，光滑而稍隆起，厚0.4～1.3cm，边缘散有1～2列油室，瓤囊7～12瓣，少数至15瓣，汁囊干缩呈棕色至棕褐色，内藏种子。质坚硬，不易折断。气清香，味苦、微酸。,温；苦、辛、酸；归脾、胃经,理气宽中，行滞消胀。用于胸胁气滞，胀满疼痛，食积不化，痰饮内停；胃下垂，脱肛，子宫脱垂。,Fructus Aurantii,未成熟果实,枳壳,未成熟果实,只壳、商壳,ZHI QIAO,,7月果皮尚绿时采收。自中部横切为两半，晒干或低温干燥。,江西、四川、湖北、贵州,脾胃虚弱及孕妇慎用。,理气药
《神农本草经》,内服：煎汤，6～9g；或入丸、散。外用：适量，煎水熏洗。,本品为双悬果，呈椭圆形，多裂为分果，分果长3～4mm，宽1.5～2.5mm。表面淡绿棕色或棕黄色，顶端有花柱残基，基部钝圆，背面隆起，具4条窄翅状次棱，翅上密生1列黄白色构刺，刺长约1.5mm，次棱间的凹下处有不明显的主棱，其上散生短柔毛，接合面平坦，有3条脉纹，上具柔毛。种仁类白色，有油性。体轻。搓碎时有特异香气，味微辛、苦。,平；苦、辛；归脾、胃经；小毒,杀虫消积。用于蛔虫、蛲虫、绦虫病，虫积腹痛，小儿疳积。,Fructus Carotae,果实,南鹤虱,果实,鬼虱,NAN HE SHI,,秋季果实成熟时割取果枝。晒干，打下果实，除去杂质。,陕西、甘肃、山东、安徽、江苏、浙江、广西,,外用药
《神农本草经》,内服：煎汤，6～15g；或入丸、散；或嫩角捣汁。外用：适量，水煎洗；或研末掺或油调敷。,本品呈连珠状，长1～6cm，直径0.6～lcm。表面黄绿色或黄褐色，皱缩而粗糙，背缝线一侧呈黄色。质柔润，干燥皱缩，易在收缩处折断，断面黄绿色，有黏性。种子1～6粒，肾形，长约8mm，表面光滑，棕黑色，一侧有灰白色圆形种脐；质坚硬，子叶2，黄绿色。果肉气微，味苦，种子嚼之有豆腥气。,寒；苦；归肝、大肠经,清热泻火，凉血止血。用于肠热便血，痔肿出血，肝热头痛，眩晕目赤。,Fructus sophorae,果实,槐角,果实,槐实、槐子、槐豆、天豆、槐连豆,HUAI JIAO,,冬季采收。除去杂质，干燥。,我国南北均产,脾胃虚寒、食少便溏及孕妇慎服。,止血药
《神农本草经》,内服：煎汤，9～15g。外用：适量，研末醋调敷；或鲜品捣敷。,本品呈类圆柱形，稍扭曲，长10～25cm，直径0.5～1.5cm。表面灰黄色或灰褐色，具纵皱纹，顶端有纤维状棕色硬毛。质硬，不易折断，断面皮部褐色，木部呈黄黑相间的放射状纹理。气微，味微涩。,寒；苦；归胃经,清热解毒，排脓止血，消痈下乳。用于诸疮痈肿，乳痈肿痛，乳汁不通，瘰疬疮毒。,Radix Echinopsis,根,禹州漏芦,根,野兰、鹿骊、禹漏芦,YU ZHOU LOU LU,,春秋二季采挖。除去须根及泥沙，晒干。,河南、山东、安徽、江苏,疮疡阴证及孕妇禁用。,
《神农本草经》,内服：煎汤，1.5～9g，宜后下；研末，每次0.5～0.9g。,本品呈圆柱形或有纵槽的半圆柱形，稍弯曲，长10～80cm，直径1～3cm。表面黄褐色或褐色，具纵皱纹，外皮脱落处可见丝瓜络状细筋脉；根头偶有黑色发黏的胶状物，习称“油头”。体较轻，质硬脆，易折断，断面黄白色或黄色，有深黄色稀疏油点及裂隙，木部宽广，有放射状纹理；有的中心呈枯朽状。气微香，味苦，嚼之粘牙。,温；辛、苦；归脾、胃、大肠、胆经,行气止痛。用于脘腹胀痛，肠鸣腹泻，里急后重，两胁不舒，肝胆疼痛。,Radix Vladimiriae,根,川木香,根,木香,CHUAN MU XIANG,,秋季采挖。除去须根、泥沙及根头上的胶状物，干燥。,四川及西藏,,理气药
《神农本草经》,内服：煎汤，5～9g；或入丸、散。,本品为头状花序，皱缩成团。花细长而弯曲，长0.7～lcm，淡黄棕色至淡黄褐色，具短梗。花萼筒状，先端有5小齿；花冠筒长约为萼筒的2倍，先端5裂，裂片披针形；雄蕊多数，花丝细长，黄棕色至黄褐色，下部合生，上部分离，伸出花冠筒外。气微香，味淡。,平；甘；归心、肝经,解郁安神。用于心神不安，忧郁失眠。,Flos Albiziae,花序,合欢花,花序,夜合花、乌绒,HE HUAN HUA,,夏季花开放时择晴天采收。及时晒干。,辽宁、河北、河南、陕西,,安神药
《神农本草经》,内服：煎汤，3～9g；研末，每次1.5～3g。外用：适量，研末敷。,刁海龙：体狭长侧扁，全长30～50cm。表面黄白色或灰褐色。头部具管状长吻，口小，无牙，两眼圆而深陷，头部与体轴略呈钝角。躯干部宽3cm，五棱形，尾部前方六棱形，后方渐细，四棱形，尾端卷曲。背棱两侧各有1列灰黑色斑点状色带，全体被以具花纹的骨环及细横纹，各骨环内有突起粒状棘。胸鳍短宽，背鳍较长，有的不明显，无尾鳍。骨质，坚硬。气微腥，味微咸。拟海龙：体长平扁，躯干部略呈四棱形，全长20～22cm。表面灰黄色。头部常与体轴成一直线。尖海龙：体细长，呈鞭状，全长10～30cm，未去皮膜。表面黄褐色。有的腹面可见育儿囊，有尾鳍。质较脆弱，易撕裂。,温；甘；归肝、肾经,温肾壮阳，散节消肿。用于阳痿遗精，?瘕积聚，瘰疬痰核，跌扑损伤；外治痈肿疔疮。,Syngnathus,除去内脏的全体,海龙,除去内脏的全体,水雁,HAI LONG,,多于夏、秋二季捕捞。刁海龙、拟海龙除去皮膜及内脏，洗净，晒干，尖海龙直接洗净，晒干。,广东、福建,孕妇及阴虚火旺、有外感者慎用。,补益药
